sounding_id,xco2,operation_mode,xco2_quality_flag,target_name,latitude,longitude,index_right,Target Name,datetime,local_time,timezone,city,country,population
2.02E+15,408.3326,b'AM',FALSE,none,43.444004,76.79787,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.74866,b'AM',FALSE,none,43.48467,76.81086,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.43622,b'AM',FALSE,none,43.50503,76.8173,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.65506,b'AM',FALSE,none,43.525414,76.824,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.80658,b'AM',FALSE,none,43.54582,76.82977,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.6945,b'AM',FALSE,none,43.566242,76.8359,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.9192,b'AM',FALSE,none,43.434013,76.81596,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.2489,b'AM',FALSE,none,43.474636,76.82915,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,407.08716,b'AM',FALSE,none,43.51534,76.84219,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.97653,b'AM',FALSE,none,43.53572,76.84874,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.26807,b'AM',FALSE,none,43.556126,76.85441,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.58374,b'AM',FALSE,none,43.57655,76.860596,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.6211,b'AM',FALSE,none,43.44432,76.840576,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.6033,b'AM',FALSE,none,43.464622,76.84722,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,409.2896,b'AM',FALSE,none,43.505283,76.86021,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.6946,b'AM',FALSE,none,43.546024,76.87322,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.68076,b'AM',FALSE,none,43.58685,76.88556,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.8044,b'AM',FALSE,none,43.45462,76.86531,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,408.43155,b'AM',FALSE,none,43.495243,76.87842,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Boralday,Kazakhstan,20996
2.02E+15,407.91437,b'AM',FALSE,none,43.53594,76.89169,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,409.45398,b'AM',FALSE,none,43.57672,76.90449,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.52762,b'AM',FALSE,none,43.59714,76.91025,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.0364,b'AM',FALSE,none,43.464928,76.88969,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.16467,b'AM',FALSE,none,43.50553,76.90325,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.23587,b'AM',FALSE,none,43.60743,76.93551,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,407.4544,b'AM',FALSE,none,43.475216,76.91439,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,409.02258,b'AM',FALSE,none,43.49551,76.92111,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,409.01514,b'AM',FALSE,none,43.51582,76.92794,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.78162,b'AM',FALSE,none,43.59729,76.953926,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,409.6666,b'AM',FALSE,none,43.56679,76.96576,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.74783,b'AM',FALSE,none,43.58717,76.97221,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.83322,b'AM',FALSE,none,43.607567,76.97865,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,409.2221,b'AM',FALSE,none,43.536377,76.97721,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,409.30093,b'AM',FALSE,none,43.577065,76.990524,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,409.17453,b'AM',FALSE,none,43.59744,76.99702,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.37897,b'AM',FALSE,none,43.546646,77.00197,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.9114,b'AM',FALSE,none,43.56698,77.008644,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.29666,b'AM',FALSE,none,43.58733,77.015205,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.81256,b'AM',FALSE,none,43.607704,77.021706,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,408.8628,b'AM',FALSE,none,43.516308,77.01336,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,407.7437,b'AM',FALSE,none,43.536594,77.02017,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.50537,b'AM',FALSE,none,43.556908,77.026825,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,409.2189,b'AM',FALSE,none,43.597588,77.04013,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,408.69922,b'AM',FALSE,none,43.54685,77.045074,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.26303,b'AM',FALSE,none,43.56716,77.05164,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.8495,b'AM',FALSE,none,43.587494,77.05815,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,407.77118,b'AM',FALSE,none,43.60784,77.064735,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,407.81497,b'AM',FALSE,none,43.556797,77.069664,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,409.2447,b'AM',FALSE,none,43.59743,77.082954,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,408.53717,b'AM',FALSE,none,43.54688,77.0876,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.7375,b'AM',FALSE,none,43.567184,77.0944,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Almaty,Kazakhstan,1209000
2.02E+15,408.59396,b'AM',FALSE,none,43.587505,77.101036,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
2.02E+15,409.44632,b'AM',FALSE,none,43.60783,77.10766,219,fossil_Almaty_Kazakhstan,8/6/19 8:53,8/6/19 14:53,6,Qapshaghay,Kazakhstan,42167
