target_name,xco2,latitude,longitude,datetime,tag,location_1,city_country,country,city
b'fossil_Luanda_Angola',411.8744049,-8.742227363,13.50562879,6/25/20 13:36,b'fossil,Luanda_Angola',Luanda_Angola,Angola,Luanda
b'fossil_Madrid_Spain',411.1271973,40.12310115,-4.016667991,5/28/20 16:19,b'fossil,Madrid_Spain',Madrid_Spain,Spain,Madrid
b'fossil_Maebashi_Japan',411.7780914,36.45766212,138.9446158,4/4/20 4:04,b'fossil,Maebashi_Japan',Maebashi_Japan,Japan,Maebashi
b'fossil_Manila_Philippines',413.3219757,14.80425659,120.9796339,6/18/20 8:08,b'fossil,Manila_Philippines',Manila_Philippines,Philippines,Manila
b'fossil_Maracaibo_Venezuela',411.7141724,10.73406104,-71.69204764,7/31/20 17:15,b'fossil,Maracaibo_Venezuela',Maracaibo_Venezuela,Venezuela,Maracaibo
b'fossil_Mashhad_Iran',411.283844,36.2133505,59.40036176,5/28/20 11:38,b'fossil,Mashhad_Iran',Mashhad_Iran,Iran,Mashhad
b'fossil_Mecca_Saudi_Arabia',415.2698669,21.63966214,40.14379844,6/4/20 9:12,b'fossil,Mecca_Saudi_Arabia',Mecca_Saudi_Arabia,Saudi_Arabia,Mecca
b'fossil_Medina_Saudi_Arabia',411.6909485,24.46587658,39.49278621,8/5/20 8:48,b'fossil,Medina_Saudi_Arabia',Medina_Saudi_Arabia,Saudi_Arabia,Medina
b'fossil_Melbourne_Australia',410.0127411,-37.58142843,144.669762,1/13/20 6:59,b'fossil,Melbourne_Australia',Melbourne_Australia,Australia,Melbourne
b'fossil_Mexico_City_Mexico',413.6573792,19.47288302,-99.19958129,2/8/20 16:28,b'fossil,Mexico_City_Mexico',Mexico_City_Mexico,Mexico,Mexico_City
b'fossil_Miami_USA',413.1451263,26.03205863,-80.61563028,8/15/20 21:39,b'fossil,Miami_USA',Miami_USA,USA,Miami
b'fossil_Milan_Italy',410.835022,45.29626616,8.978464182,5/28/20 16:22,b'fossil,Milan_Italy',Milan_Italy,Italy,Milan
b'fossil_Minneapolis_USA',414.2143097,44.98866387,-93.62367012,4/19/20 19:07,b'fossil,Minneapolis_USA',Minneapolis_USA,USA,Minneapolis
b'fossil_Monterrey_Mexico',412.3313293,25.52375402,-100.5199776,6/18/20 21:59,b'fossil,Monterrey_Mexico',Monterrey_Mexico,Mexico,Monterrey
b'fossil_Montreal_Canada',412.2191467,45.38358442,-74.02161042,6/7/20 17:50,b'fossil,Montreal_Canada',Montreal_Canada,Canada,Montreal
b'fossil_Mumbai_India',412.6850128,19.06312284,72.9247557,5/29/20 9:13,b'fossil,Mumbai_India',Mumbai_India,India,Mumbai
b'fossil_Munich_Germany',411.1190186,48.130049,11.24021683,8/21/20 7:23,b'fossil,Munich_Germany',Munich_Germany,Germany,Munich
b'fossil_Nagoya_Japan',414.7046814,35.13435782,136.9864843,2/9/20 1:51,b'fossil,Nagoya_Japan',Nagoya_Japan,Japan,Nagoya
b'fossil_Nairobi_Kenya',412.2836304,-1.458148867,36.60733142,7/23/20 12:35,b'fossil,Nairobi_Kenya',Nairobi_Kenya,Kenya,Nairobi
b'fossil_Nanjing_China',414.5774536,31.68049036,118.4197437,7/6/20 0:10,b'fossil,Nanjing_China',Nanjing_China,China,Nanjing
b'fossil_Naples_Italy',410.8912354,40.94534847,14.41649404,5/27/20 15:34,b'fossil,Naples_Italy',Naples_Italy,Italy,Naples
b'fossil_New_Delhi_India',413.9160614,28.78010587,77.05146872,6/1/20 8:29,b'fossil,New_Delhi_India',New_Delhi_India,India,New_Delhi
b'fossil_New_Orleans_USA',412.2721252,29.8944472,-90.44945396,8/14/20 14:14,b'fossil,New_Orleans_USA',New_Orleans_USA,USA,New_Orleans
b'fossil_New_York_USA',411.6725769,40.94917338,-74.53991472,6/14/20 20:21,b'fossil,New_York_USA',New_York_USA,USA,New_York
b'fossil_Ningbo_China',416.1069946,29.2823048,121.0120872,2/12/20 1:03,b'fossil,Ningbo_China',Ningbo_China,China,Ningbo
b'fossil_Orlando_USA',414.4537811,28.80628661,-81.74390819,6/22/20 18:50,b'fossil,Orlando_USA',Orlando_USA,USA,Orlando
b'fossil_Osaka_Japan',413.2956085,34.7304407,135.4307299,5/29/20 6:13,b'fossil,Osaka_Japan',Osaka_Japan,Japan,Osaka
b'fossil_Paris_France',414.1249695,48.78263939,1.995676484,2/19/20 11:22,b'fossil,Paris_France',Paris_France,France,Paris
b'fossil_Peshawar_Pakistan',414.2744141,33.96500051,71.41160002,5/26/20 11:39,b'fossil,Peshawar_Pakistan',Peshawar_Pakistan,Pakistan,Peshawar
b'fossil_Philadelphia_USA',412.1495972,39.99697551,-75.32856289,2/8/20 16:35,b'fossil,Philadelphia_USA',Philadelphia_USA,USA,Philadelphia
b'fossil_Phoenix_USA',413.4075623,33.45729704,-112.3122238,5/27/20 23:15,b'fossil,Phoenix_USA',Phoenix_USA,USA,Phoenix
b'fossil_Pittsburgh_USA',413.3201599,40.4710462,-80.03707024,5/31/20 20:10,b'fossil,Pittsburgh_USA',Pittsburgh_USA,USA,Pittsburgh
b'fossil_Portland_USA',412.9461365,45.33983585,-122.8822944,6/3/20 22:31,b'fossil,Portland_USA',Portland_USA,USA,Portland
b'fossil_Prague_Czech_Republic',408.1885071,50.06002389,14.19792503,6/5/20 14:51,b'fossil,Prague_Czech_Republic',Prague_Czech_Republic,Czech_Republic,Prague
b'fossil_Pune_India',413.4971161,18.67771637,73.82204114,6/10/20 4:29,b'fossil,Pune_India',Pune_India,India,Pune
b'fossil_Pusan_South_Korea',413.9430847,35.30648327,128.8177798,5/28/20 7:00,b'fossil,Pusan_South_Korea',Pusan_South_Korea,South_Korea,Pusan
b'fossil_Qingdao_China',414.8006744,36.35413721,119.8653916,5/26/20 8:35,b'fossil,Qingdao_China',Qingdao_China,China,Qingdao
b'fossil_Quanzhou_China',414.3755646,24.71657562,118.6368942,6/13/20 0:39,b'fossil,Quanzhou_China',Quanzhou_China,China,Quanzhou
b'fossil_Rio_de_Janeiro_Brazil',411.3266602,-22.53397979,-43.44735751,1/13/20 11:11,b'fossil,Rio_de_Janeiro_Brazil',Rio_de_Janeiro_Brazil,Brazil,Rio_de_Janeiro
b'fossil_Riyadh_Saudi_Arabia',412.2870789,24.50467861,46.585008,5/24/20 13:09,b'fossil,Riyadh_Saudi_Arabia',Riyadh_Saudi_Arabia,Saudi_Arabia,Riyadh
b'fossil_Rome_Italy',411.4104614,42.00894159,12.41764208,5/30/20 14:47,b'fossil,Rome_Italy',Rome_Italy,Italy,Rome
b'fossil_Rostov-on-Don_Russia',411.2737427,47.16753438,39.48956997,6/1/20 13:16,b'fossil,Rostov-on-Don_Russia',Rostov-on-Don_Russia,Russia,Rostov-on-Don
b'fossil_Sacramento_USA',411.9738617,38.63903189,-121.7141457,6/5/20 20:54,b'fossil,Sacramento_USA',Sacramento_USA,USA,Sacramento
b'fossil_Salt_Lake_City_USA',412.1473541,40.86703183,-112.4249227,6/27/20 17:56,b'fossil,Salt_Lake_City_USA',Salt_Lake_City_USA,USA,Salt_Lake_City
b'fossil_Samut_Prakan_Thailand',414.4980011,13.91653478,100.3134137,2/22/20 7:43,b'fossil,Samut_Prakan_Thailand',Samut_Prakan_Thailand,Thailand,Samut_Prakan
b'fossil_San_Antonio_USA',411.0546875,29.15409175,-98.79933496,7/1/20 16:26,b'fossil,San_Antonio_USA',San_Antonio_USA,USA,San_Antonio
b'fossil_San_Cristobal_Dominican_Republic',412.1665344,18.47371891,-70.12457347,5/25/20 20:05,b'fossil,San_Cristobal_Dominican_Republic',San_Cristobal_Dominican_Republic,Dominican_Republic,San_Cristobal
b'fossil_San_Diego_USA',411.5646057,32.73251426,-116.7828993,4/6/20 19:33,b'fossil,San_Diego_USA',San_Diego_USA,USA,San_Diego
b'fossil_San_Francisco_USA',411.8592682,37.77079855,-122.0107222,6/13/20 17:45,b'fossil,San_Francisco_USA',San_Francisco_USA,USA,San_Francisco
b'fossil_San_Jose_USA',412.2727051,37.36406612,-121.8031121,2/9/20 18:54,b'fossil,San_Jose_USA',San_Jose_USA,USA,San_Jose
b'fossil_Santiago_Chile',410.9786835,-33.3614038,-70.96585892,1/3/20 17:32,b'fossil,Santiago_Chile',Santiago_Chile,Chile,Santiago
b'fossil_Sao_Paulo_Brazil',410.9926758,-23.22726163,-46.92437661,3/7/20 14:04,b'fossil,Sao_Paulo_Brazil',Sao_Paulo_Brazil,Brazil,Sao_Paulo
b'fossil_Seattle_USA',411.1689758,47.46041707,-122.7038948,6/6/20 21:44,b'fossil,Seattle_USA',Seattle_USA,USA,Seattle
b'fossil_Seoul_South_Korea',416.6681824,37.61658272,126.8923893,6/4/20 4:39,b'fossil,Seoul_South_Korea',Seoul_South_Korea,South_Korea,Seoul
b'fossil_Shah_Alam_Malaysia',416.1635132,3.506214695,101.1397145,3/30/20 6:13,b'fossil,Shah_Alam_Malaysia',Shah_Alam_Malaysia,Malaysia,Shah_Alam
b'fossil_Shanghai_China',415.0489502,31.38246692,121.2567052,2/20/20 6:05,b'fossil,Shanghai_China',Shanghai_China,China,Shanghai
b'fossil_Shantou_China',414.8605652,23.32452985,116.5129092,2/12/20 1:00,b'fossil,Shantou_China',Shantou_China,China,Shantou
b'fossil_Shenyang_China',414.4434509,41.90681811,123.1209899,6/12/20 7:58,b'fossil,Shenyang_China',Shenyang_China,China,Shenyang
b'fossil_Shijiazhuang_China',416.4349365,38.20816025,114.3388014,7/3/20 0:53,b'fossil,Shijiazhuang_China',Shijiazhuang_China,China,Shijiazhuang
b'fossil_Singapore_Singapore',413.0210876,1.560140125,103.6262519,4/8/20 2:20,b'fossil,Singapore_Singapore',Singapore_Singapore,Singapore,Singapore
b'fossil_Sohag_Egypt',410.8747559,26.6069543,31.55752818,5/29/20 12:22,b'fossil,Sohag_Egypt',Sohag_Egypt,Egypt,Sohag
b'fossil_St_Louis_USA',412.8179321,38.12588438,-90.80568786,5/30/20 20:56,b'fossil,St_Louis_USA',St_Louis_USA,USA,St_Louis
b'fossil_St_Petersburg_USA',414.546875,27.95290886,-82.57154916,2/17/20 20:50,b'fossil,St_Petersburg_USA',St_Petersburg_USA,USA,St_Petersburg
b'fossil_Sydney_Australia',410.3948669,-34.19175193,150.6631774,2/24/20 6:26,b'fossil,Sydney_Australia',Sydney_Australia,Australia,Sydney
b'fossil_Tabriz_Iran',410.7727051,37.87485704,46.07870144,5/29/20 12:25,b'fossil,Tabriz_Iran',Tabriz_Iran,Iran,Tabriz
b'fossil_Taegu_South_Korea',416.0078125,34.92342944,127.1585073,4/7/20 3:18,b'fossil,Taegu_South_Korea',Taegu_South_Korea,South_Korea,Taegu
b'fossil_Taejon_South_Korea',413.9302521,36.21570011,127.0845041,6/15/20 23:54,b'fossil,Taejon_South_Korea',Taejon_South_Korea,South_Korea,Taejon
b'fossil_Taichung_Taiwan',413.54776,24.48182935,120.4865374,5/4/20 1:23,b'fossil,Taichung_Taiwan',Taichung_Taiwan,Taiwan,Taichung
b'fossil_Taipei_Taiwan',411.5619507,24.80593249,121.1745485,8/21/20 6:09,b'fossil,Taipei_Taiwan',Taipei_Taiwan,Taiwan,Taipei
b'fossil_Taiyuan_China',413.4112854,38.15274544,112.2187576,6/5/20 5:25,b'fossil,Taiyuan_China',Taiyuan_China,China,Taiyuan
b'fossil_Tehran_Iran',411.5302734,35.57427193,51.08298843,6/11/20 6:54,b'fossil,Tehran_Iran',Tehran_Iran,Iran,Tehran
b'fossil_Tel_Aviv-Yafo_Israel',414.2084503,31.69469154,34.60311867,4/12/20 7:10,b'fossil,Tel_Aviv-Yafo_Israel',Tel_Aviv-Yafo_Israel,Israel,Tel_Aviv-Yafo
b'fossil_Tianjin_China',414.3613129,39.2067687,117.0443363,5/29/20 7:47,b'fossil,Tianjin_China',Tianjin_China,China,Tianjin
b'fossil_Tokyo_Japan',414.3400574,35.90625335,139.340876,6/21/20 4:05,b'fossil,Tokyo_Japan',Tokyo_Japan,Japan,Tokyo
b'fossil_Toronto_Canada',409.3885193,43.72885975,-79.92896179,5/30/20 20:58,b'fossil,Toronto_Canada',Toronto_Canada,Canada,Toronto
b'fossil_Urumqi_China',410.4638977,43.80614164,87.31203532,5/30/20 10:09,b'fossil,Urumqi_China',Urumqi_China,China,Urumqi
b'fossil_Vancouver_Canada',410.1038513,49.11054424,-123.3410935,6/4/20 23:20,b'fossil,Vancouver_Canada',Vancouver_Canada,Canada,Vancouver
b'fossil_Vienna_Austria',413.3803406,48.35810428,15.37662088,12/18/20 11:05,b'fossil,Vienna_Austria',Vienna_Austria,Austria,Vienna
b'fossil_Warsaw_Poland',416.3492737,52.20623998,20.51936451,4/25/20 6:35,b'fossil,Warsaw_Poland',Warsaw_Poland,Poland,Warsaw
b'fossil_Washington_DC_USA',409.5256653,38.7752388,-77.2923015,6/29/20 14:50,b'fossil,Washington_DC_USA',Washington_DC_USA,USA,Washington_DC
b'fossil_Wenzhou_China',412.1549835,27.43894672,120.3288873,7/29/20 6:30,b'fossil,Wenzhou_China',Wenzhou_China,China,Wenzhou
b'fossil_Wuhan_China',414.9194641,30.78165306,114.1211125,5/30/20 6:57,b'fossil,Wuhan_China',Wuhan_China,China,Wuhan
b'fossil_Wuxi_China',410.4866028,31.64584651,120.0050229,5/31/20 6:11,b'fossil,Wuxi_China',Wuxi_China,China,Wuxi
b'fossil_Xiamen_China',414.3545532,25.77359384,117.0059475,12/24/20 5:03,b'fossil,Xiamen_China',Xiamen_China,China,Xiamen
b'fossil_Xian_China',417.2064514,34.27271156,108.8880081,2/9/20 3:23,b'fossil,Xian_China',Xian_China,China,Xian
b'fossil_Yinchuan_China',412.6652222,38.61270602,105.9632195,6/4/20 6:13,b'fossil,Yinchuan_China',Yinchuan_China,China,Yinchuan
b'fossil_Zhengzhou_China',418.065918,34.08813399,113.1567992,6/10/20 3:02,b'fossil,Zhengzhou_China',Zhengzhou_China,China,Zhengzhou
b'fossil_Zibo_China',415.6795349,36.83428308,117.9438618,2/10/20 2:37,b'fossil,Zibo_China',Zibo_China,China,Zibo
b'fossil_Abu_Dhabi_UAE',414.1095276,23.9013717,54.76293852,2/4/21 7:33,b'fossil,Abu_Dhabi_UAE',Abu_Dhabi_UAE,UAE,Abu_Dhabi
b'fossil_Ad_Damman_Saudi_Arabia',416.3477936,26.10513405,49.6390645,1/26/21 11:25,b'fossil,Ad_Damman_Saudi_Arabia',Ad_Damman_Saudi_Arabia,Saudi_Arabia,Ad_Damman
b'fossil_Adelaide_Australia',411.8751221,-34.77056685,138.6367458,1/4/21 3:02,b'fossil,Adelaide_Australia',Adelaide_Australia,Australia,Adelaide
b'fossil_Ahmadabad_India',414.2283478,23.11436456,72.46124976,4/4/21 6:46,b'fossil,Ahmadabad_India',Ahmadabad_India,India,Ahmadabad
b'fossil_Ahvaz_Iran',415.067749,31.51280227,48.49788562,2/23/21 8:46,b'fossil,Ahvaz_Iran',Ahvaz_Iran,Iran,Ahvaz
b'fossil_Al-Ahmadi_Kuwait',416.496109,29.34721373,47.58688334,1/2/21 5:46,b'fossil,Al-Ahmadi_Kuwait',Al-Ahmadi_Kuwait,Kuwait,Al-Ahmadi
b'fossil_Al_Ain_UAE',414.0200958,24.04904083,55.54609757,4/9/21 6:00,b'fossil,Al_Ain_UAE',Al_Ain_UAE,UAE,Al_Ain
b'fossil_Al_Hofuf_Saudi_Arabia',413.4528198,25.65803603,49.19224438,4/18/21 11:56,b'fossil,Al_Hofuf_Saudi_Arabia',Al_Hofuf_Saudi_Arabia,Saudi_Arabia,Al_Hofuf
b'fossil_Almaty_Kazakhstan',413.7285767,43.40490438,76.38848506,4/16/21 3:49,b'fossil,Almaty_Kazakhstan',Almaty_Kazakhstan,Kazakhstan,Almaty
b'fossil_Amman_Jordan',414.4577332,31.98281873,35.90597892,3/27/21 13:00,b'fossil,Amman_Jordan',Amman_Jordan,Jordan,Amman
b'fossil_Ankara_Turkey',414.5562439,39.67541521,32.57052771,1/28/21 13:04,b'fossil,Ankara_Turkey',Ankara_Turkey,Turkey,Ankara
b'fossil_Ashgabat_Turkmenistan',415.9634399,37.87614695,58.04858225,1/29/21 10:43,b'fossil,Ashgabat_Turkmenistan',Ashgabat_Turkmenistan,Turkmenistan,Ashgabat
b'fossil_Astana_Kazakhstan',413.165329,51.1124176,70.9882225,4/23/21 4:45,b'fossil,Astana_Kazakhstan',Astana_Kazakhstan,Kazakhstan,Astana
b'fossil_Athens_Greece',415.136261,38.22509302,23.38884924,1/27/21 13:49,b'fossil,Athens_Greece',Athens_Greece,Greece,Athens
b'fossil_Atlanta_USA',416.1899414,33.72489929,-84.47346532,2/7/21 16:07,b'fossil,Atlanta_USA',Atlanta_USA,USA,Atlanta
b'fossil_Baabda_Lebanon',414.2070923,34.55595614,36.31963268,1/1/21 6:31,b'fossil,Baabda_Lebanon',Baabda_Lebanon,Lebanon,Baabda
b'fossil_Baghdad_Iraq',413.2716064,33.29198209,44.14725294,1/28/21 11:27,b'fossil,Baghdad_Iraq',Baghdad_Iraq,Iraq,Baghdad
b'fossil_Baltimore_USA',410.2071533,39.35324895,-76.71024736,4/16/21 19:35,b'fossil,Baltimore_USA',Baltimore_USA,USA,Baltimore
b'fossil_Bangalore_India',414.6506042,13.22666338,77.40524829,3/1/21 5:47,b'fossil,Bangalore_India',Bangalore_India,India,Bangalore
b'fossil_Baotou_China',416.2000732,40.65873306,109.589793,1/29/21 7:38,b'fossil,Baotou_China',Baotou_China,China,Baotou
b'fossil_Barcelona_Spain',414.5127411,41.5421583,1.569048369,2/17/21 13:21,b'fossil,Barcelona_Spain',Barcelona_Spain,Spain,Barcelona
b'fossil_Beijing_China',416.0416412,39.80678344,116.065248,2/7/21 3:46,b'fossil,Beijing_China',Beijing_China,China,Beijing
b'fossil_Benha_Egypt',414.9237518,30.29054985,30.90142726,1/26/21 12:59,b'fossil,Benha_Egypt',Benha_Egypt,Egypt,Benha
b'fossil_Bogota_Colombia',414.4454803,5.119095327,-74.30530159,1/28/21 17:30,b'fossil,Bogota_Colombia',Bogota_Colombia,Colombia,Bogota
b'fossil_Boston_USA',415.8834534,42.43425239,-71.51693833,2/17/21 17:59,b'fossil,Boston_USA',Boston_USA,USA,Boston
b'fossil_Brisbane_Australia',413.2648315,-27.46825232,152.5916678,1/11/21 7:17,b'fossil,Brisbane_Australia',Brisbane_Australia,Australia,Brisbane
b'fossil_Brussels_Belgium',417.9003601,50.91387781,3.696237965,2/20/21 9:23,b'fossil,Brussels_Belgium',Brussels_Belgium,Belgium,Brussels
b'fossil_Bucharest_Romania',411.1954346,44.3913974,25.73274467,2/10/21 9:14,b'fossil,Bucharest_Romania',Bucharest_Romania,Romania,Bucharest
b'fossil_Budapest_Hungary',414.3510284,47.39604986,18.57953186,2/4/21 12:21,b'fossil,Budapest_Hungary',Budapest_Hungary,Hungary,Budapest
b'fossil_Buenos_Aires_Argentina',412.5478821,-34.62039284,-58.84584616,1/3/21 16:13,b'fossil,Buenos_Aires_Argentina',Buenos_Aires_Argentina,Argentina,Buenos_Aires
b'fossil_Calgary_Canada',414.6114502,51.02030906,-114.1557024,2/7/21 22:32,b'fossil,Calgary_Canada',Calgary_Canada,Canada,Calgary
b'fossil_Cape_Town_South_Africa',412.026886,-33.78047256,18.66203724,1/8/21 9:12,b'fossil,Cape_Town_South_Africa',Cape_Town_South_Africa,South_Africa,Cape_Town
b'fossil_Caracas_Venezuela',414.2633362,10.09396733,-67.10762732,1/4/21 13:36,b'fossil,Caracas_Venezuela',Caracas_Venezuela,Venezuela,Caracas
b'fossil_Changchun_China',414.8279572,43.6071777,124.6608397,1/30/21 6:54,b'fossil,Changchun_China',Changchun_China,China,Changchun
b'fossil_Chengdu_China',414.690094,30.59667319,104.0695289,2/16/21 8:01,b'fossil,Chengdu_China',Chengdu_China,China,Chengdu
b'fossil_Chennai_India',416.1867828,12.66648766,79.89311463,1/25/21 9:01,b'fossil,Chennai_India',Chennai_India,India,Chennai
b'fossil_Chicago_USA',417.6833191,41.97589705,-88.01473837,2/26/21 15:40,b'fossil,Chicago_USA',Chicago_USA,USA,Chicago
b'fossil_Chifeng_China',416.4638367,42.36551931,118.7719845,2/15/21 0:42,b'fossil,Chifeng_China',Chifeng_China,China,Chifeng
b'fossil_Chios_Turkey',412.1574249,40.0120103,28.88800964,3/28/21 13:50,b'fossil,Chios_Turkey',Chios_Turkey,Turkey,Chios
b'fossil_Chongqing_China',416.3409119,29.33342352,106.3239862,1/31/21 6:02,b'fossil,Chongqing_China',Chongqing_China,China,Chongqing
b'fossil_Cleveland_USA',417.3731079,41.17121633,-82.15132747,4/14/21 14:38,b'fossil,Cleveland_USA',Cleveland_USA,USA,Cleveland
b'fossil_Cologne_Germany',416.1002045,50.91320137,6.723750056,2/12/21 12:27,b'fossil,Cologne_Germany',Cologne_Germany,Germany,Cologne
b'fossil_Columbus_USA',416.0070496,39.86671344,-83.1650812,3/25/21 22:21,b'fossil,Columbus_USA',Columbus_USA,USA,Columbus
b'fossil_Dalian_China',417.4069824,39.08893843,121.379964,8/10/21 2:24,b'fossil,Dalian_China',Dalian_China,China,Dalian
b'fossil_Dallas_USA',417.6747437,32.64500015,-96.93565287,4/1/21 19:59,b'fossil,Dallas_USA',Dallas_USA,USA,Dallas
b'fossil_Datong_Shanxi_China',417.3552399,39.98328039,112.9116672,2/16/21 6:23,b'fossil,Datong_Shanxi_China',Datong_Shanxi_China,China,Datong_Shanxi
b'fossil_Denver_USA',416.1789246,39.79136287,-105.2040544,2/15/21 21:06,b'fossil,Denver_USA',Denver_USA,USA,Denver
b'fossil_Detroit_USA',416.2879944,42.25265174,-83.52146526,1/28/21 20:49,b'fossil,Detroit_USA',Detroit_USA,USA,Detroit
b'fossil_Dhaka_Bangladesh',413.7281342,23.99902421,90.17383493,5/7/21 1:54,b'fossil,Dhaka_Bangladesh',Dhaka_Bangladesh,Bangladesh,Dhaka
b'fossil_Doha_Qatar',415.7675781,24.92805503,51.15678947,2/14/21 12:41,b'fossil,Doha_Qatar',Doha_Qatar,Qatar,Doha
b'fossil_Dubai_UAE',415.7112122,25.03884655,55.4006596,1/27/21 10:38,b'fossil,Dubai_UAE',Dubai_UAE,UAE,Dubai
b'fossil_Durban_South_Africa',413.0882874,-29.49126037,30.31394004,2/27/21 12:13,b'fossil,Durban_South_Africa',Durban_South_Africa,South_Africa,Durban
b'fossil_Esfahan_Iran',416.2570801,32.72426843,51.5063601,2/10/21 6:04,b'fossil,Esfahan_Iran',Esfahan_Iran,Iran,Esfahan
b'fossil_Fremantle_Australia',412.562149,-32.11849176,116.049482,1/1/21 5:21,b'fossil,Fremantle_Australia',Fremantle_Australia,Australia,Fremantle
b'fossil_Guadalajara_Mexico',415.2258301,20.7549884,-103.4523337,1/3/21 15:52,b'fossil,Guadalajara_Mexico',Guadalajara_Mexico,Mexico,Guadalajara
b'fossil_Guangzhou_China',416.5232697,23.38639579,113.1192672,1/4/21 1:09,b'fossil,Guangzhou_China',Guangzhou_China,China,Guangzhou
b'fossil_Guiyang_China',415.5573425,26.33879878,106.4652841,3/24/21 9:06,b'fossil,Guiyang_China',Guiyang_China,China,Guiyang
b'fossil_Hangzhou_China',417.2614136,30.54080762,119.9151907,1/29/21 6:01,b'fossil,Hangzhou_China',Hangzhou_China,China,Hangzhou
b'fossil_Hanoi_Vietnam',416.6712341,21.27882785,105.8107512,5/9/21 0:21,b'fossil,Hanoi_Vietnam',Hanoi_Vietnam,Vietnam,Hanoi
b'fossil_Harbin_China',414.6171265,45.74883433,126.2703656,2/7/21 3:49,b'fossil,Harbin_China',Harbin_China,China,Harbin
b'fossil_Hefei_China',419.6047668,31.71785279,117.0297757,4/10/21 2:11,b'fossil,Hefei_China',Hefei_China,China,Hefei
b'fossil_Ho_Chi_Minh_City_Vietnam',416.8915863,10.65880356,106.6179812,1/26/21 6:41,b'fossil,Ho_Chi_Minh_City_Vietnam',Ho_Chi_Minh_City_Vietnam,Vietnam,Ho_Chi_Minh_City
b'fossil_Hong_Kong_China',415.4150085,22.84822297,113.9744756,3/26/21 7:32,b'fossil,Hong_Kong_China',Hong_Kong_China,China,Hong_Kong
b'fossil_Huhot_China',415.8383179,25.53517233,118.2304256,4/11/21 1:23,b'fossil,Huhot_China',Huhot_China,China,Huhot
b'fossil_Hyderabad_India',413.2484283,17.7029688,78.16562907,1/28/21 8:16,b'fossil,Hyderabad_India',Hyderabad_India,India,Hyderabad
b'fossil_Indianapolis_USA',418.6657715,40.09653956,-86.5938202,4/26/21 16:30,b'fossil,Indianapolis_USA',Indianapolis_USA,USA,Indianapolis
b'fossil_Istanbul_Turkey',414.9673462,40.87716687,29.06717828,2/4/21 10:45,b'fossil,Istanbul_Turkey',Istanbul_Turkey,Turkey,Istanbul
b'fossil_Jakarta_Indonesia',414.1785431,-6.32104827,106.922763,7/4/21 3:39,b'fossil,Jakarta_Indonesia',Jakarta_Indonesia,Indonesia,Jakarta
b'fossil_Janschwalde_Germany',416.4020386,51.54051532,14.05225004,2/19/21 8:34,b'fossil,Janschwalde_Germany',Janschwalde_Germany,Germany,Janschwalde
b'fossil_Jeddah_Saudi_Arabia',414.0551453,21.54875102,39.34626696,1/25/21 12:09,b'fossil,Jeddah_Saudi_Arabia',Jeddah_Saudi_Arabia,Saudi_Arabia,Jeddah
b'fossil_Jinan_China',419.1236572,36.759999,116.8656255,4/13/21 1:26,b'fossil,Jinan_China',Jinan_China,China,Jinan
b'fossil_Johannesburg_South_Africa',413.4963074,-26.45279291,27.73463114,1/3/21 9:57,b'fossil,Johannesburg_South_Africa',Johannesburg_South_Africa,South_Africa,Johannesburg
b'fossil_Kansas_City_USA',415.15979,39.26052388,-94.74418458,2/16/21 20:20,b'fossil,Kansas_City_USA',Kansas_City_USA,USA,Kansas_City
b'fossil_Kaoshsiung_Taiwan',418.2131958,22.81425906,120.4696621,3/27/21 6:46,b'fossil,Kaoshsiung_Taiwan',Kaoshsiung_Taiwan,Taiwan,Kaoshsiung
b'fossil_Karachi_Pakistan',415.8820038,25.25466985,67.02626381,1/25/21 10:38,b'fossil,Karachi_Pakistan',Karachi_Pakistan,Pakistan,Karachi
b'fossil_Katowice_Poland',413.2844086,50.22020886,18.49970211,4/6/21 14:48,b'fossil,Katowice_Poland',Katowice_Poland,Poland,Katowice
b'fossil_Khartoum_Sudan',415.159729,15.35567895,32.32733592,3/21/21 14:28,b'fossil,Khartoum_Sudan',Khartoum_Sudan,Sudan,Khartoum
b'fossil_Kolkata_India',415.716217,22.83183054,88.17947235,1/4/21 2:42,b'fossil,Kolkata_India',Kolkata_India,India,Kolkata
b'fossil_Lagos_Nigeria',415.2369232,6.617371233,3.583539097,6/30/21 11:18,b'fossil,Lagos_Nigeria',Lagos_Nigeria,Nigeria,Lagos
b'fossil_Lahore_Pakistan',415.4711914,31.38789286,74.26772606,1/25/21 10:40,b'fossil,Lahore_Pakistan',Lahore_Pakistan,Pakistan,Lahore
b'fossil_Las_Vegas_USA',415.8326721,36.38257806,-115.3914056,2/28/21 17:15,b'fossil,Las_Vegas_USA',Las_Vegas_USA,USA,Las_Vegas
b'fossil_Lima_Peru',413.2917023,-11.82805759,-76.99712109,3/26/21 18:11,b'fossil,Lima_Peru',Lima_Peru,Peru,Lima
b'fossil_London_UK',416.0222168,51.53720588,-0.857092214,4/11/21 14:01,b'fossil,London_UK',London_UK,UK,London
b'fossil_Los_Angeles_USA',417.425293,34.26455173,-118.3002392,2/19/21 21:08,b'fossil,Los_Angeles_USA',Los_Angeles_USA,USA,Los_Angeles
b'fossil_Luanda_Angola',412.7938232,-8.946304281,13.34774365,1/3/21 9:51,b'fossil,Luanda_Angola',Luanda_Angola,Angola,Luanda
