target_name,xco2,latitude,longitude,datetime,tag,location_1,city_country,country,city
b'fossil_Madrid_Spain',413.1172791,40.46155723,-4.082712792,1/30/21 14:36,b'fossil,Madrid_Spain',Madrid_Spain,Spain,Madrid
b'fossil_Maebashi_Japan',417.0251617,36.3385113,139.1189304,3/2/21 23:27,b'fossil,Maebashi_Japan',Maebashi_Japan,Japan,Maebashi
b'fossil_Manila_Philippines',414.991684,14.89902028,120.7806477,3/24/21 7:30,b'fossil,Manila_Philippines',Manila_Philippines,Philippines,Manila
b'fossil_Maracaibo_Venezuela',414.2428284,10.83810576,-71.76393693,1/3/21 14:23,b'fossil,Maracaibo_Venezuela',Maracaibo_Venezuela,Venezuela,Maracaibo
b'fossil_Mashhad_Iran',413.4021912,36.27938669,59.37594959,2/7/21 6:50,b'fossil,Mashhad_Iran',Mashhad_Iran,Iran,Mashhad
b'fossil_Mecca_Saudi_Arabia',414.4008484,21.55892547,39.71942613,2/10/21 5:59,b'fossil,Mecca_Saudi_Arabia',Mecca_Saudi_Arabia,Saudi_Arabia,Mecca
b'fossil_Medina_Saudi_Arabia',415.3679504,24.56356483,39.48234405,1/4/21 5:47,b'fossil,Medina_Saudi_Arabia',Medina_Saudi_Arabia,Saudi_Arabia,Medina
b'fossil_Melbourne_Australia',411.4512939,-37.54286315,144.7263257,1/1/21 3:50,b'fossil,Melbourne_Australia',Melbourne_Australia,Australia,Melbourne
b'fossil_Mexico_City_Mexico',415.9029694,19.35777248,-99.35845828,1/26/21 20:40,b'fossil,Mexico_City_Mexico',Mexico_City_Mexico,Mexico,Mexico_City
b'fossil_Miami_USA',416.0512695,26.07708665,-80.6266152,1/24/21 20:43,b'fossil,Miami_USA',Miami_USA,USA,Miami
b'fossil_Milan_Italy',416.171051,45.30714108,8.919145349,2/28/21 7:53,b'fossil,Milan_Italy',Milan_Italy,Italy,Milan
b'fossil_Minneapolis_USA',415.4264679,44.96295234,-93.51003972,2/14/21 15:26,b'fossil,Minneapolis_USA',Minneapolis_USA,USA,Minneapolis
b'fossil_Monterrey_Mexico',415.0417786,25.92633986,-100.5295477,3/25/21 22:16,b'fossil,Monterrey_Mexico',Monterrey_Mexico,Mexico,Monterrey
b'fossil_Montreal_Canada',417.6970367,45.47202102,-73.94394014,2/10/21 20:17,b'fossil,Montreal_Canada',Montreal_Canada,Canada,Montreal
b'fossil_Mumbai_India',415.7451172,19.00952761,73.06226514,1/27/21 9:03,b'fossil,Mumbai_India',Mumbai_India,India,Mumbai
b'fossil_Munich_Germany',416.3718414,48.18175765,11.38683759,4/2/21 14:42,b'fossil,Munich_Germany',Munich_Germany,Germany,Munich
b'fossil_Nagoya_Japan',418.7306213,35.25193301,136.8661461,4/19/21 4:54,b'fossil,Nagoya_Japan',Nagoya_Japan,Japan,Nagoya
b'fossil_Nairobi_Kenya',414.177002,-1.129839586,36.57753086,1/4/21 7:28,b'fossil,Nairobi_Kenya',Nairobi_Kenya,Kenya,Nairobi
b'fossil_Nanjing_China',415.61026,31.91153533,118.6218495,4/6/21 3:43,b'fossil,Nanjing_China',Nanjing_China,China,Nanjing
b'fossil_Naples_Italy',414.8700867,40.96703312,14.27216169,2/6/21 10:45,b'fossil,Naples_Italy',Naples_Italy,Italy,Naples
b'fossil_New_Delhi_India',416.1599121,28.68183315,77.07295015,1/26/21 9:53,b'fossil,New_Delhi_India',New_Delhi_India,India,New_Delhi
b'fossil_New_Orleans_USA',416.7252197,30.39097786,-90.73192492,3/3/21 14:58,b'fossil,New_Orleans_USA',New_Orleans_USA,USA,New_Orleans
b'fossil_New_York_USA',409.755127,40.91066127,-74.3044137,6/15/21 19:35,b'fossil,New_York_USA',New_York_USA,USA,New_York
b'fossil_Ningbo_China',417.368927,29.22115566,120.7857921,12/6/21 2:47,b'fossil,Ningbo_China',Ningbo_China,China,Ningbo
b'fossil_Orlando_USA',416.1630859,28.77461682,-81.85234297,2/28/21 15:46,b'fossil,Orlando_USA',Orlando_USA,USA,Orlando
b'fossil_Osaka_Japan',419.1809692,34.71448574,135.2942936,1/31/21 4:30,b'fossil,Osaka_Japan',Osaka_Japan,Japan,Osaka
b'fossil_Paris_France',416.2842407,48.74916271,1.775176629,4/13/21 10:50,b'fossil,Paris_France',Paris_France,France,Paris
b'fossil_Peshawar_Pakistan',415.6141357,33.99561176,71.4424557,1/28/21 9:55,b'fossil,Peshawar_Pakistan',Peshawar_Pakistan,Pakistan,Peshawar
b'fossil_Phoenix_USA',416.6571045,33.52841594,-112.3556983,1/25/21 23:04,b'fossil,Phoenix_USA',Phoenix_USA,USA,Phoenix
b'fossil_Pittsburgh_USA',417.6898193,40.12838403,-80.37798038,1/29/21 20:01,b'fossil,Pittsburgh_USA',Pittsburgh_USA,USA,Pittsburgh
b'fossil_Portland_USA',413.6614685,45.42912632,-122.8169542,2/5/21 20:51,b'fossil,Portland_USA',Portland_USA,USA,Portland
b'fossil_Prague_Czech_Republic',414.5683594,50.10776954,14.07257879,2/12/21 10:52,b'fossil,Prague_Czech_Republic',Prague_Czech_Republic,Czech_Republic,Prague
b'fossil_Pune_India',415.46521,18.71672581,73.56842096,1/1/21 5:03,b'fossil,Pune_India',Pune_India,India,Pune
b'fossil_Pusan_South_Korea',417.1639099,35.38714672,128.7801799,2/7/21 2:11,b'fossil,Pusan_South_Korea',Pusan_South_Korea,South_Korea,Pusan
b'fossil_Qingdao_China',418.0969543,36.07378079,119.3019022,1/28/21 6:50,b'fossil,Qingdao_China',Qingdao_China,China,Qingdao
b'fossil_Rio_de_Janeiro_Brazil',413.0240784,-22.60132649,-43.31157061,1/29/21 13:28,b'fossil,Rio_de_Janeiro_Brazil',Rio_de_Janeiro_Brazil,Brazil,Rio_de_Janeiro
b'fossil_Riyadh_Saudi_Arabia',415.6659546,24.60900604,46.49458076,1/30/21 9:51,b'fossil,Riyadh_Saudi_Arabia',Riyadh_Saudi_Arabia,Saudi_Arabia,Riyadh
b'fossil_Rome_Italy',414.8677063,42.07520768,12.39887938,2/9/21 10:01,b'fossil,Rome_Italy',Rome_Italy,Italy,Rome
b'fossil_Rostov-on-Don_Russia',414.0452271,47.25420103,39.33929956,3/31/21 13:07,b'fossil,Rostov-on-Don_Russia',Rostov-on-Don_Russia,Russia,Rostov-on-Don
b'fossil_Sacramento_USA',416.4074249,38.64613514,-121.6767881,4/13/21 0:14,b'fossil,Sacramento_USA',Sacramento_USA,USA,Sacramento
b'fossil_Salt_Lake_City_USA',416.7976685,40.753035,-112.427629,1/31/21 21:36,b'fossil,Salt_Lake_City_USA',Salt_Lake_City_USA,USA,Salt_Lake_City
b'fossil_Samut_Prakan_Thailand',419.1298828,13.95075972,100.439982,4/2/21 5:10,b'fossil,Samut_Prakan_Thailand',Samut_Prakan_Thailand,Thailand,Samut_Prakan
b'fossil_San_Antonio_USA',413.0638733,29.60163206,-98.69219669,5/8/21 13:28,b'fossil,San_Antonio_USA',San_Antonio_USA,USA,San_Antonio
b'fossil_San_Cristobal_Dominican_Republic',415.2934265,18.81671004,-70.38131002,1/27/21 18:20,b'fossil,San_Cristobal_Dominican_Republic',San_Cristobal_Dominican_Republic,Dominican_Republic,San_Cristobal
b'fossil_San_Diego_USA',415.377533,32.85998787,-116.9312636,3/25/21 23:53,b'fossil,San_Diego_USA',San_Diego_USA,USA,San_Diego
b'fossil_San_Francisco_USA',417.5889587,37.71821443,-122.0438153,4/8/21 19:15,b'fossil,San_Francisco_USA',San_Francisco_USA,USA,San_Francisco
b'fossil_San_Jose_USA',416.4108582,37.35649016,-121.8799937,2/4/21 20:01,b'fossil,San_Jose_USA',San_Jose_USA,USA,San_Jose
b'fossil_Santiago_Chile',413.2230072,-33.41681668,-70.96417965,1/1/21 17:44,b'fossil,Santiago_Chile',Santiago_Chile,Chile,Santiago
b'fossil_Sao_Paulo_Brazil',413.4008484,-23.53288809,-46.98292298,1/3/21 14:34,b'fossil,Sao_Paulo_Brazil',Sao_Paulo_Brazil,Brazil,Sao_Paulo
b'fossil_Seattle_USA',416.6768799,47.48067379,-122.4618031,2/7/21 20:55,b'fossil,Seattle_USA',Seattle_USA,USA,Seattle
b'fossil_Seoul_South_Korea',415.1812744,37.74575912,126.6245886,5/7/21 21:56,b'fossil,Seoul_South_Korea',Seoul_South_Korea,South_Korea,Seoul
b'fossil_Shah_Alam_Malaysia',415.6328735,2.931165168,101.6315985,1/26/21 6:38,b'fossil,Shah_Alam_Malaysia',Shah_Alam_Malaysia,Malaysia,Shah_Alam
b'fossil_Shanghai_China',419.1062317,31.4884312,121.0731449,2/19/21 5:40,b'fossil,Shanghai_China',Shanghai_China,China,Shanghai
b'fossil_Shantou_China',417.1588287,23.4558537,116.4315772,1/26/21 6:45,b'fossil,Shantou_China',Shantou_China,China,Shantou
b'fossil_Shenyang_China',417.795929,41.82076883,123.0833286,2/4/21 4:33,b'fossil,Shenyang_China',Shenyang_China,China,Shenyang
b'fossil_Shijiazhuang_China',418.7836304,42.08662742,110.3178929,4/20/21 5:39,b'fossil,Shijiazhuang_China',Shijiazhuang_China,China,Shijiazhuang
b'fossil_Singapore_Singapore',415.4421692,1.072426255,103.3824784,3/31/21 5:05,b'fossil,Singapore_Singapore',Singapore_Singapore,Singapore,Singapore
b'fossil_Sohag_Egypt',415.6138,26.62480505,31.53475353,1/3/21 6:33,b'fossil,Sohag_Egypt',Sohag_Egypt,Egypt,Sohag
b'fossil_St_Louis_USA',418.7032471,38.34925101,-90.37475872,2/13/21 21:07,b'fossil,St_Louis_USA',St_Louis_USA,USA,St_Louis
b'fossil_St_Petersburg_USA',417.9103088,27.84399406,-82.50412564,2/12/21 21:57,b'fossil,St_Petersburg_USA',St_Petersburg_USA,USA,St_Petersburg
b'fossil_Sydney_Australia',412.5222473,-34.01734944,150.5867417,3/31/21 23:28,b'fossil,Sydney_Australia',Sydney_Australia,Australia,Sydney
b'fossil_Tabriz_Iran',415.141449,37.98059379,46.12972534,2/8/21 7:38,b'fossil,Tabriz_Iran',Tabriz_Iran,Iran,Tabriz
b'fossil_Taegu_South_Korea',419.8302307,35.59768721,128.499352,4/7/21 2:59,b'fossil,Taegu_South_Korea',Taegu_South_Korea,South_Korea,Taegu
b'fossil_Taichung_Taiwan',414.1645508,24.21504452,120.4034307,4/18/21 7:18,b'fossil,Taichung_Taiwan',Taichung_Taiwan,Taiwan,Taichung
b'fossil_Taipei_Taiwan',417.0588074,24.83010395,121.3236323,2/18/21 6:29,b'fossil,Taipei_Taiwan',Taipei_Taiwan,Taiwan,Taipei
b'fossil_Taiyuan_China',417.7787781,38.06394944,112.3147405,2/15/21 7:11,b'fossil,Taiyuan_China',Taiyuan_China,China,Taiyuan
b'fossil_Tehran_Iran',415.7866821,35.48280482,51.19886194,2/12/21 12:37,b'fossil,Tehran_Iran',Tehran_Iran,Iran,Tehran
b'fossil_Tel_Aviv-Yafo_Israel',414.5336304,31.87126438,34.78511037,3/31/21 11:27,b'fossil,Tel_Aviv-Yafo_Israel',Tel_Aviv-Yafo_Israel,Israel,Tel_Aviv-Yafo
b'fossil_Tianjin_China',419.5151215,39.08918741,116.7604643,1/31/21 6:05,b'fossil,Tianjin_China',Tianjin_China,China,Tianjin
b'fossil_Tokyo_Japan',417.6968994,35.74261638,139.4700831,2/23/21 2:33,b'fossil,Tokyo_Japan',Tokyo_Japan,Japan,Tokyo
b'fossil_Toronto_Canada',413.3474731,43.77251611,-79.95507461,2/20/21 17:13,b'fossil,Toronto_Canada',Toronto_Canada,Canada,Toronto
b'fossil_Urumqi_China',413.5189362,43.83708738,87.35678986,2/5/21 6:55,b'fossil,Urumqi_China',Urumqi_China,China,Urumqi
b'fossil_Vancouver_Canada',417.0417786,49.17096212,-123.3757462,2/9/21 22:33,b'fossil,Vancouver_Canada',Vancouver_Canada,Canada,Vancouver
b'fossil_Vienna_Austria',416.4058533,48.19201465,16.33471343,2/15/21 8:30,b'fossil,Vienna_Austria',Vienna_Austria,Austria,Vienna
b'fossil_Washington_DC_USA',417.1140747,38.95887124,-77.58724438,1/30/21 19:14,b'fossil,Washington_DC_USA',Washington_DC_USA,USA,Washington_DC
b'fossil_Wenzhou_China',413.8258362,27.84236538,120.3844939,3/26/21 7:34,b'fossil,Wenzhou_China',Wenzhou_China,China,Wenzhou
b'fossil_Wuhan_China',418.4200439,30.7959757,114.0232238,1/28/21 6:48,b'fossil,Wuhan_China',Wuhan_China,China,Wuhan
b'fossil_Wuxi_China',419.4718628,31.641715,119.9656064,3/25/21 8:22,b'fossil,Wuxi_China',Wuxi_China,China,Wuxi
b'fossil_Xiamen_China',416.3607788,25.08764012,117.708691,1/1/21 1:55,b'fossil,Xiamen_China',Xiamen_China,China,Xiamen
b'fossil_Xian_China',415.0978088,34.4718316,108.6028313,3/27/21 8:23,b'fossil,Xian_China',Xian_China,China,Xian
b'fossil_Yinchuan_China',415.839798,38.65776175,105.9401699,2/14/21 1:26,b'fossil,Yinchuan_China',Yinchuan_China,China,Yinchuan
b'fossil_Zhengzhou_China',419.0075684,34.95452451,113.3561595,2/4/21 4:31,b'fossil,Zhengzhou_China',Zhengzhou_China,China,Zhengzhou
b'fossil_Zibo_China',411.4186859,36.8784953,117.6022128,4/28/21 2:35,b'fossil,Zibo_China',Zibo_China,China,Zibo
b'fossil_Abu_Dhabi_UAE',417.5233765,23.80182787,55.00183545,2/25/22 7:56,b'fossil,Abu_Dhabi_UAE',Abu_Dhabi_UAE,UAE,Abu_Dhabi
b'fossil_Ad_Damman_Saudi_Arabia',416.6342773,26.09224149,49.43105874,2/10/22 5:19,b'fossil,Ad_Damman_Saudi_Arabia',Ad_Damman_Saudi_Arabia,Saudi_Arabia,Ad_Damman
b'fossil_Adelaide_Australia',413.9015808,-34.75820407,138.7468537,1/4/22 2:41,b'fossil,Adelaide_Australia',Adelaide_Australia,Australia,Adelaide
b'fossil_Ahmadabad_India',417.1700745,22.96781802,72.26544712,1/30/22 7:45,b'fossil,Ahmadabad_India',Ahmadabad_India,India,Ahmadabad
b'fossil_Ahvaz_Iran',419.8218079,31.44018949,48.43374528,3/5/22 4:44,b'fossil,Ahvaz_Iran',Ahvaz_Iran,Iran,Ahvaz
b'fossil_Al-Ahmadi_Kuwait',419.0950317,28.7649343,47.62300168,4/4/22 8:41,b'fossil,Al-Ahmadi_Kuwait',Al-Ahmadi_Kuwait,Kuwait,Al-Ahmadi
b'fossil_Al_Ain_UAE',417.5351563,23.898182,55.46626103,5/30/22 9:24,b'fossil,Al_Ain_UAE',Al_Ain_UAE,UAE,Al_Ain
b'fossil_Al_Hofuf_Saudi_Arabia',415.8892212,25.64166394,49.25373192,7/1/22 6:22,b'fossil,Al_Hofuf_Saudi_Arabia',Al_Hofuf_Saudi_Arabia,Saudi_Arabia,Al_Hofuf
b'fossil_Algoma_Steel',417.7933655,46.50038848,-84.42674475,4/1/22 20:27,b'fossil,Algoma_Steel',Algoma_Steel,Steel,Algoma
b'fossil_Almaty_Kazakhstan',416.8564758,43.39358812,76.46607701,1/30/22 9:26,b'fossil,Almaty_Kazakhstan',Almaty_Kazakhstan,Kazakhstan,Almaty
b'fossil_Amman_Jordan',419.1060028,31.6852148,35.63820318,2/11/22 6:06,b'fossil,Amman_Jordan',Amman_Jordan,Jordan,Amman
b'fossil_Ankara_Turkey',415.2400055,39.78698053,32.55689938,2/12/22 6:56,b'fossil,Ankara_Turkey',Ankara_Turkey,Turkey,Ankara
b'fossil_Ashgabat_Turkmenistan',416.2814026,37.84916934,58.00598704,2/13/22 4:35,b'fossil,Ashgabat_Turkmenistan',Ashgabat_Turkmenistan,Turkmenistan,Ashgabat
b'fossil_Astana_Kazakhstan',415.461731,51.15121699,70.83535283,2/5/22 9:28,b'fossil,Astana_Kazakhstan',Astana_Kazakhstan,Kazakhstan,Astana
b'fossil_Athens_Greece',416.4705811,38.42240415,23.34522175,2/11/22 14:13,b'fossil,Athens_Greece',Athens_Greece,Greece,Athens
b'fossil_Atlanta_USA',417.60466,33.73782904,-84.81009915,3/3/22 14:00,b'fossil,Atlanta_USA',Atlanta_USA,USA,Atlanta
b'fossil_Baabda_Lebanon',417.0522461,34.33787282,36.33925668,2/20/22 10:16,b'fossil,Baabda_Lebanon',Baabda_Lebanon,Lebanon,Baabda
b'fossil_Baghdad_Iraq',418.2793884,33.21947642,44.07590188,2/4/22 8:32,b'fossil,Baghdad_Iraq',Baghdad_Iraq,Iraq,Baghdad
b'fossil_Baltimore_USA',419.904892,39.58571986,-77.01444978,4/17/22 18:53,b'fossil,Baltimore_USA',Baltimore_USA,USA,Baltimore
b'fossil_Bangalore_India',417.7979736,13.13750238,77.2970535,1/28/22 7:44,b'fossil,Bangalore_India',Bangalore_India,India,Bangalore
b'fossil_Baotou_China',419.1674805,40.65898965,109.3984206,2/1/22 6:18,b'fossil,Baotou_China',Baotou_China,China,Baotou
b'fossil_Barcelona_Spain',418.3530884,41.57531056,1.507365652,1/30/22 14:04,b'fossil,Barcelona_Spain',Barcelona_Spain,Spain,Barcelona
b'fossil_Beijing_China',419.671051,39.94181491,116.01791,2/3/22 4:43,b'fossil,Beijing_China',Beijing_China,China,Beijing
b'fossil_Benha_Egypt',419.5509491,30.69932919,30.9315731,2/22/22 10:16,b'fossil,Benha_Egypt',Benha_Egypt,Egypt,Benha
b'fossil_Bogota_Colombia',416.4537659,4.775698463,-74.22701415,1/2/22 14:52,b'fossil,Bogota_Colombia',Bogota_Colombia,Colombia,Bogota
b'fossil_Boston_USA',417.2449341,42.59587359,-71.60768243,2/12/22 19:35,b'fossil,Boston_USA',Boston_USA,USA,Boston
b'fossil_Brisbane_Australia',415.0922852,-27.68959462,152.4915438,1/4/22 1:05,b'fossil,Brisbane_Australia',Brisbane_Australia,Australia,Brisbane
b'fossil_Bucharest_Romania',416.6043854,44.40161672,25.73744988,1/29/22 13:19,b'fossil,Bucharest_Romania',Bucharest_Romania,Romania,Bucharest
b'fossil_Budapest_Hungary',418.4273682,47.42598456,18.6175483,2/3/22 12:31,b'fossil,Budapest_Hungary',Budapest_Hungary,Hungary,Budapest
b'fossil_Buenos_Aires_Argentina',414.4356232,-34.89199076,-58.92344162,1/3/22 15:51,b'fossil,Buenos_Aires_Argentina',Buenos_Aires_Argentina,Argentina,Buenos_Aires
b'fossil_Cairo_Egypt',416.4290314,30.00675028,31.00500353,5/21/22 14:57,b'fossil,Cairo_Egypt',Cairo_Egypt,Egypt,Cairo
b'fossil_Calgary_Canada',415.4287109,51.10845666,-114.1896209,2/12/22 19:27,b'fossil,Calgary_Canada',Calgary_Canada,Canada,Calgary
b'fossil_Cape_Town_South_Africa',414.306366,-33.71787017,18.68701043,1/17/22 12:58,b'fossil,Cape_Town_South_Africa',Cape_Town_South_Africa,South_Africa,Cape_Town
b'fossil_Caracas_Venezuela',417.5107727,9.794279313,-67.22873168,1/4/22 13:15,b'fossil,Caracas_Venezuela',Caracas_Venezuela,Venezuela,Caracas
b'fossil_Changchun_China',419.1001587,43.77573136,124.8177465,1/30/22 6:20,b'fossil,Changchun_China',Changchun_China,China,Changchun
b'fossil_Chengdu_China',418.5678253,30.75021875,104.0218747,2/19/22 6:27,b'fossil,Chengdu_China',Chengdu_China,China,Chengdu
b'fossil_Chennai_India',417.0093079,13.29476298,79.86879657,1/1/22 4:47,b'fossil,Chennai_India',Chennai_India,India,Chennai
b'fossil_Chicago_USA',417.1266327,41.82588431,-88.16098948,2/3/22 18:40,b'fossil,Chicago_USA',Chicago_USA,USA,Chicago
b'fossil_Chifeng_China',418.1051331,42.4595624,118.7162285,2/20/22 4:01,b'fossil,Chifeng_China',Chifeng_China,China,Chifeng
b'fossil_Chios_Turkey',415.7542877,40.03567469,28.54669172,1/31/22 11:43,b'fossil,Chios_Turkey',Chios_Turkey,Turkey,Chios
b'fossil_Chongqing_China',417.4165344,29.43279547,106.2277064,2/23/22 4:50,b'fossil,Chongqing_China',Chongqing_China,China,Chongqing
b'fossil_Cleveland_USA',409.6133118,41.29136039,-82.14337128,2/10/22 21:12,b'fossil,Cleveland_USA',Cleveland_USA,USA,Cleveland
b'fossil_Cologne_Germany',415.6475525,50.9769177,6.426558371,4/17/22 9:25,b'fossil,Cologne_Germany',Cologne_Germany,Germany,Cologne
b'fossil_Columbus_USA',416.8538971,39.88801224,-83.27994147,4/24/22 16:27,b'fossil,Columbus_USA',Columbus_USA,USA,Columbus
b'fossil_Dalian_China',418.9945374,39.18502363,121.2404198,1/27/22 7:07,b'fossil,Dalian_China',Dalian_China,China,Dalian
b'fossil_Datong_Shanxi_China',420.7190399,40.02289089,113.0126371,2/10/22 2:19,b'fossil,Datong_Shanxi_China',Datong_Shanxi_China,China,Datong_Shanxi
b'fossil_Dhaka_Bangladesh',417.2757263,23.85206008,90.14228233,1/25/22 8:35,b'fossil,Dhaka_Bangladesh',Dhaka_Bangladesh,Bangladesh,Dhaka
b'fossil_Doha_Qatar',417.9088745,24.80447565,50.96452368,1/22/22 12:29,b'fossil,Doha_Qatar',Doha_Qatar,Qatar,Doha
b'fossil_Dubai_UAE',417.2301636,24.85930737,55.3115368,2/11/22 4:32,b'fossil,Dubai_UAE',Dubai_UAE,UAE,Dubai
b'fossil_Durban_South_Africa',415.0256653,-29.9212557,30.46170143,1/18/22 12:13,b'fossil,Durban_South_Africa',Durban_South_Africa,South_Africa,Durban
b'fossil_Esfahan_Iran',418.387085,32.86072199,51.43172037,2/22/22 8:42,b'fossil,Esfahan_Iran',Esfahan_Iran,Iran,Esfahan
b'fossil_Fremantle_Australia',414.33284,-31.94021892,116.0607911,1/1/22 5:02,b'fossil,Fremantle_Australia',Fremantle_Australia,Australia,Fremantle
b'fossil_Guadalajara_Mexico',417.1201324,20.7223371,-103.4840069,1/3/22 15:32,b'fossil,Guadalajara_Mexico',Guadalajara_Mexico,Mexico,Guadalajara
b'fossil_Guangzhou_China',419.6563873,23.21270824,113.000332,1/4/22 0:48,b'fossil,Guangzhou_China',Guangzhou_China,China,Guangzhou
b'fossil_Guiyang_China',419.6982574,26.58959628,106.2824899,1/23/22 8:37,b'fossil,Guiyang_China',Guiyang_China,China,Guiyang
b'fossil_Hangzhou_China',420.2480774,30.63983175,119.7106687,2/25/22 3:15,b'fossil,Hangzhou_China',Hangzhou_China,China,Hangzhou
b'fossil_Hanoi_Vietnam',418.2869263,21.17067203,105.6032901,1/28/22 6:12,b'fossil,Hanoi_Vietnam',Hanoi_Vietnam,Vietnam,Hanoi
b'fossil_Harbin_China',417.1628723,45.71545715,126.2335798,2/2/22 5:33,b'fossil,Harbin_China',Harbin_China,China,Harbin
b'fossil_Ho_Chi_Minh_City_Vietnam',418.5623779,10.89685741,106.5161825,2/2/22 3:47,b'fossil,Ho_Chi_Minh_City_Vietnam',Ho_Chi_Minh_City_Vietnam,Vietnam,Ho_Chi_Minh_City
b'fossil_Hong_Kong_China',419.3928833,22.71596591,114.0178658,1/29/22 5:27,b'fossil,Hong_Kong_China',Hong_Kong_China,China,Hong_Kong
b'fossil_Huhot_China',419.8118591,25.60409641,118.3219935,2/24/22 4:04,b'fossil,Huhot_China',Huhot_China,China,Huhot
b'fossil_Hyderabad_India',417.5911407,17.64792381,78.25924974,1/20/22 10:55,b'fossil,Hyderabad_India',Hyderabad_India,India,Hyderabad
b'fossil_Indianapolis_USA',415.8389282,39.96757371,-86.62021656,6/27/22 15:37,b'fossil,Indianapolis_USA',Indianapolis_USA,USA,Indianapolis
b'fossil_Istanbul_Turkey',415.7503662,41.14273876,28.61061061,2/11/22 7:44,b'fossil,Istanbul_Turkey',Istanbul_Turkey,Turkey,Istanbul
b'fossil_Jakarta_Indonesia',418.189743,-6.498083175,106.6385872,4/3/22 3:04,b'fossil,Jakarta_Indonesia',Jakarta_Indonesia,Indonesia,Jakarta
b'fossil_Janschwalde_Germany',418.7591095,51.7239727,12.80021166,4/28/22 5:26,b'fossil,Janschwalde_Germany',Janschwalde_Germany,Germany,Janschwalde
b'fossil_Jeddah_Saudi_Arabia',418.7542572,21.64525165,39.36738,2/5/22 7:40,b'fossil,Jeddah_Saudi_Arabia',Jeddah_Saudi_Arabia,Saudi_Arabia,Jeddah
b'fossil_Jinan_China',421.2934265,40.11920643,111.8902664,12/21/22 4:21,b'fossil,Jinan_China',Jinan_China,China,Jinan
b'fossil_Johannesburg_South_Africa',416.4854126,-25.87673125,27.66924225,1/3/22 9:36,b'fossil,Johannesburg_South_Africa',Johannesburg_South_Africa,South_Africa,Johannesburg
b'fossil_Kansas_City_USA',418.2318115,39.3476185,-94.91878991,2/11/22 21:57,b'fossil,Kansas_City_USA',Kansas_City_USA,USA,Kansas_City
b'fossil_Kaoshsiung_Taiwan',418.9544067,22.78031034,120.4795487,2/3/22 3:04,b'fossil,Kaoshsiung_Taiwan',Kaoshsiung_Taiwan,Taiwan,Kaoshsiung
b'fossil_Karachi_Pakistan',415.966629,25.20536169,67.06634675,1/21/22 11:43,b'fossil,Karachi_Pakistan',Karachi_Pakistan,Pakistan,Karachi
b'fossil_Katowice_Poland',416.8359375,50.31435559,18.32775979,2/10/22 11:45,b'fossil,Katowice_Poland',Katowice_Poland,Poland,Katowice
b'fossil_Khartoum_Sudan',417.5187988,15.43868921,32.30612671,1/28/22 10:49,b'fossil,Khartoum_Sudan',Khartoum_Sudan,Sudan,Khartoum
b'fossil_Kolkata_India',417.5089111,22.77634652,88.18364637,2/15/22 9:37,b'fossil,Kolkata_India',Kolkata_India,India,Kolkata
b'fossil_Lagos_Nigeria',415.8158264,7.107751152,3.330674325,2/5/22 9:09,b'fossil,Lagos_Nigeria',Lagos_Nigeria,Nigeria,Lagos
b'fossil_Lahore_Pakistan',419.0435486,31.45821154,74.04195412,1/25/22 10:10,b'fossil,Lahore_Pakistan',Lahore_Pakistan,Pakistan,Lahore
b'fossil_Lima_Peru',415.2227173,-11.67645072,-77.03581823,1/17/22 20:51,b'fossil,Lima_Peru',Lima_Peru,Peru,Lima
b'fossil_London_UK',416.4824219,51.45616323,-0.679017966,4/2/22 16:39,b'fossil,London_UK',London_UK,UK,London
b'fossil_Los_Angeles_USA',419.0140991,34.20310398,-118.3049671,2/4/22 19:23,b'fossil,Los_Angeles_USA',Los_Angeles_USA,USA,Los_Angeles
b'fossil_Luanda_Angola',415.2898254,-8.957842707,13.41535183,1/16/22 15:27,b'fossil,Luanda_Angola',Luanda_Angola,Angola,Luanda
b'fossil_Madrid_Spain',418.4566345,40.40523951,-3.993613932,1/29/22 14:50,b'fossil,Madrid_Spain',Madrid_Spain,Spain,Madrid
b'fossil_Manila_Philippines',418.8485107,14.6555389,120.7540865,1/31/22 3:50,b'fossil,Manila_Philippines',Manila_Philippines,Philippines,Manila
b'fossil_Maracaibo_Venezuela',416.7529602,10.76749143,-71.84835397,1/3/22 14:02,b'fossil,Maracaibo_Venezuela',Maracaibo_Venezuela,Venezuela,Maracaibo
b'fossil_Mashhad_Iran',416.1290588,36.31989199,59.30348845,1/25/22 11:45,b'fossil,Mashhad_Iran',Mashhad_Iran,Iran,Mashhad
b'fossil_Mecca_Saudi_Arabia',418.0719147,21.55835841,39.66906856,3/2/22 7:07,b'fossil,Mecca_Saudi_Arabia',Mecca_Saudi_Arabia,Saudi_Arabia,Mecca
b'fossil_Medina_Saudi_Arabia',417.3658752,24.73053065,39.33838554,1/4/22 5:26,b'fossil,Medina_Saudi_Arabia',Medina_Saudi_Arabia,Saudi_Arabia,Medina
b'fossil_Melbourne_Australia',414.5652161,-37.47406139,144.5124368,1/1/22 3:32,b'fossil,Melbourne_Australia',Melbourne_Australia,Australia,Melbourne
b'fossil_Mexico_City_Mexico',418.2906189,19.4004608,-99.36912431,1/29/22 19:21,b'fossil,Mexico_City_Mexico',Mexico_City_Mexico,Mexico,Mexico_City
